enzyme,organism,reference,pubmed_id
3.2.1.99,Bacillus subtilis,695348,18607095
3.2.1.99,Bacillus subtilis,698584,18408032
3.2.1.99,Thermotoga petrophila,706981,19724128
3.2.1.99,Thermotoga petrophila,714032,20678476
3.2.1.99,Caldicellulosiruptor saccharolyticus,714503,21216591
3.2.1.99,Pseudothermotoga thermarum,731545,24886412
3.2.1.99,Paenibacillus polymyxa,731976,25077565
3.2.1.99,Bacillus subtilis,732191,24549757
3.2.1.99,Caldicellulosiruptor saccharolyticus,732201,22099373
3.2.1.99,Cellulomonas sp.,732878,22120088
3.2.1.99,Thermotoga petrophila,746635,19724128
3.2.1.99,Geobacillus thermodenitrificans,749521,30511671
3.2.1.99,Bacillus licheniformis,750153,25801671
3.2.1.99,Bacillus licheniformis,750800,29800670
3.2.2.1,Bradyrhizobium japonicum,326373,16662981
3.2.2.1,Rhizobium leguminosarum,326373,16662981
3.2.2.1,Bacillus cereus,326378,236744
3.2.2.1,Bacillus cereus,326381,4214520
3.2.2.1,Bacillus cereus,326383,6786720
3.2.2.1,Lactobacillus delbrueckii,326386,13416219
3.2.2.1,Spirochaeta aurantia,326389,6292162
3.2.2.1,Treponema denticola,326389,6292162
3.2.2.1,Treponema succinifaciens,326389,6292162
3.2.2.1,Campylobacter jejuni,654127,12777783
3.2.2.1,Brucella anthropi,654255,11282633
3.2.2.1,Pectobacterium carotovorum,658512,-
3.2.2.1,Salmonella enterica,667792,15784179
3.2.2.1,Escherichia coli,667809,16027052
3.2.2.1,Corynebacterium ammoniagenes,670166,16549679
3.2.2.1,Saccharolobus solfataricus,695873,19121283
3.2.2.1,Bacillus thuringiensis,700035,18451042
3.2.2.1,Saccharolobus solfataricus,726441,22185502
3.2.2.1,Lentilactobacillus buchneri,750094,27180876
3.2.2.10,Neisseria meningitidis,137027,2497755
3.2.2.10,Alcaligenes faecalis,137029,-
3.2.2.10,Pseudomonas sp.,137029,-
3.2.2.10,Streptomyces virginiae,137031,-
3.2.2.10,Streptomyces virginiae,137032,-
3.2.2.14,Azotobacter vinelandii,171769,3571198
3.2.2.14,Azotobacter vinelandii,171770,2437104
3.2.2.14,Azotobacter vinelandii,171774,457634
3.2.2.14,Escherichia coli,171774,457634
3.2.2.14,Escherichia coli,171775,4342726
3.2.2.14,Haemophilus influenzae,171776,2167921
3.2.2.15,Escherichia coli,171777,7193480
3.2.2.15,Escherichia coli,171778,98523
3.2.2.15,Escherichia coli,171780,1861976
3.2.2.15,Mycobacterium tuberculosis,679463,17588829
3.2.2.16,Escherichia coli,171783,-
3.2.2.16,Escherichia coli,171784,6783408
3.2.2.16,Escherichia coli,171785,-
3.2.2.16,Escherichia coli,171791,-
3.2.2.16,Bacillus subtilis,171792,10574451
3.2.2.16,Escherichia coli,171854,3911944
3.2.2.16,Escherichia coli,654047,11134941
3.2.2.16,Escherichia coli,656196,12496243
3.2.2.16,Escherichia coli,677284,18030989
3.2.2.16,Helicobacter pylori,677284,18030989
3.2.2.16,Neisseria meningitidis,677284,18030989
3.2.2.16,Staphylococcus aureus,677284,18030989
3.2.2.16,Streptococcus pneumoniae,677284,18030989
3.2.2.16,Escherichia coli,678158,17059210
3.2.2.16,Neisseria meningitidis,680360,17956098
3.2.2.16,Streptococcus pneumoniae,680367,17298059
3.2.2.16,Escherichia coli,681327,18251493
3.2.2.16,Streptococcus pneumoniae,681327,18251493
3.2.2.16,Escherichia coli,695346,18453700
3.2.2.16,Staphylococcus aureus,695346,18453700
3.2.2.16,Streptococcus pneumoniae,698460,18693725
3.2.2.16,Escherichia coli,708504,19328201
3.2.2.16,Escherichia coli,709718,20554051
3.2.2.16,Helicobacter pylori,726595,24419390
3.2.2.16,Brucella melitensis,726889,24657441
3.2.2.16,Helicobacter pylori,727008,23148563
3.2.2.16,Staphylococcus aureus,727044,24502544
3.2.2.16,Escherichia coli,727159,22854195
3.2.2.16,Neisseria meningitidis,727159,22854195
3.2.2.16,Burkholderia thailandensis,727555,23198993
3.2.2.16,Staphylococcus aureus,727637,23611628
3.2.2.16,Escherichia coli,727674,22239413
3.2.2.16,Escherichia coli,731300,22931458
3.2.2.16,Salmonella enterica,731300,22931458
3.2.2.16,Mycobacterium tuberculosis,731666,-
3.2.2.16,Staphylococcus aureus,732449,25187407
3.2.2.17,Micrococcus luteus,171794,6248789
3.2.2.17,Micrococcus luteus,171795,-
3.2.2.17,Micrococcus luteus,171801,6254991
3.2.2.17,Micrococcus luteus,171803,2471512
3.2.2.17,Micrococcus luteus,171809,9582353
3.2.2.17,Micrococcus luteus,586960,7142160
3.2.2.17,Escherichia coli,654599,11148051
3.2.2.17,Escherichia coli,656231,14610082
3.2.2.17,Lysinibacillus sphaericus,656843,10844244
3.2.2.19,Rhodospirillum rubrum,137037,2994036
3.2.2.19,Rhodospirillum rubrum,137039,3179279
3.2.2.19,Rhodospirillum rubrum,137040,2382826
3.2.2.19,Rhodospirillum rubrum,137041,1375222
3.2.2.19,Rhodospirillum rubrum,137042,8349667
3.2.2.19,Rhodospirillum rubrum,137044,7898453
3.2.2.19,Rhodospirillum rubrum,137045,8678289
3.2.2.19,Rhodospirillum rubrum,137046,9037477
3.2.2.19,Rhodospirillum rubrum,137047,9193633
3.2.2.19,Rhodospirillum rubrum,137048,10358013
3.2.2.2,Azotobacter vinelandii,137049,-
3.2.2.2,Azotobacter vinelandii,137052,31149
3.2.2.2,Escherichia coli,137053,13376622
3.2.2.2,Bacillus anthracis,670157,14766913
3.2.2.2,Bacillus anthracis,683604,16936017
3.2.2.2,Saccharolobus solfataricus,695873,19121283
3.2.2.2,Bacillus thuringiensis,700035,18451042
3.2.2.20,Escherichia coli,646844,352392
3.2.2.20,Escherichia coli,646845,7040984
3.2.2.20,Escherichia coli,646846,7040983
3.2.2.20,Escherichia coli,646847,7041972
3.2.2.20,Escherichia coli,646848,6098799
3.2.2.20,Escherichia coli,646849,3520491
3.2.2.20,Escherichia coli,646850,3550703
3.2.2.20,Escherichia coli,646851,3628000
3.2.2.20,Micrococcus luteus,646851,3628000
3.2.2.20,Escherichia coli,646852,1425578
3.2.2.20,Escherichia coli,646853,1599478
3.2.2.20,Escherichia coli,646854,8366063
3.2.2.20,Escherichia coli,646855,8941728
3.2.2.20,Escherichia coli,646856,8921978
3.2.2.20,Escherichia coli,646857,10679272
3.2.2.20,Escherichia coli,646860,12509243
3.2.2.20,Escherichia coli,646861,12161745
3.2.2.20,Escherichia coli,646863,13129925
3.2.2.20,Escherichia coli,646864,12654914
3.2.2.20,Bacillus subtilis,646865,14729667
3.2.2.20,Bacillus cereus,670318,16468998
3.2.2.20,Staphylococcus aureus,731077,22684054
3.2.2.20,Mycobacterium tuberculosis,731324,22809157
3.2.2.20,Bacillus cereus,750415,29054852
3.2.2.20,Pseudomonas fluorescens,750415,29054852
3.2.2.21,Escherichia coli,646845,7040984
3.2.2.21,Escherichia coli,646846,7040983
3.2.2.21,Escherichia coli,646847,7041972
3.2.2.21,Escherichia coli,646848,6098799
3.2.2.21,Escherichia coli,646851,3628000
3.2.2.21,Micrococcus luteus,646851,3628000
3.2.2.21,Escherichia coli,646855,8941728
3.2.2.21,Escherichia coli,646872,3065516
3.2.2.21,Escherichia coli,646873,7982966
3.2.2.21,Escherichia coli,646874,-
3.2.2.21,Escherichia coli,646876,8895496
3.2.2.21,Escherichia coli,646877,8706135
3.2.2.21,Escherichia coli,646878,9821886
3.2.2.21,Escherichia coli,646880,9895121
3.2.2.21,Escherichia coli,646883,10455195
3.2.2.21,Escherichia coli,646884,10455196
3.2.2.21,Escherichia coli,646885,10440863
3.2.2.21,Escherichia coli,646886,10675345
3.2.2.21,Archaeoglobus fulgidus,646888,12379112
3.2.2.21,Escherichia coli,646888,12379112
3.2.2.21,Escherichia coli,646891,12009927
3.2.2.21,Escherichia coli,646892,12434002
3.2.2.21,Escherichia coli,668383,15336626
3.2.2.21,Escherichia coli,669235,15126496
3.2.2.21,Bacillus cereus,670318,16468998
3.2.2.21,Archaeoglobus fulgidus,679498,17396151
3.2.2.21,Bacillus cereus,699549,18585735
3.2.2.21,Escherichia coli,714251,21491902
3.2.2.21,Escherichia coli,715554,20843803
3.2.2.21,Deinococcus radiodurans,731049,22683793
3.2.2.21,Escherichia coli,731306,23688261
3.2.2.21,Escherichia coli,749893,25679877
3.2.2.22,Escherichia coli,646907,9403966
3.2.2.22,Corynebacterium diphtheriae,664166,15026144
3.2.2.22,Shigella dysenteriae,664166,15026144
3.2.2.22,Escherichia coli,664180,15450171
3.2.2.22,Shigella dysenteriae,664180,15450171
3.2.2.22,Shigella dysenteriae,664730,15590335
3.2.2.22,Shigella dysenteriae,666976,15302521
3.2.2.22,Escherichia coli,683023,16820678
3.2.2.22,Escherichia coli,683339,18331592
3.2.2.22,Escherichia coli,683786,18358491
3.2.2.22,Escherichia coli,695749,18658282
3.2.2.22,Escherichia coli,695763,19139230
3.2.2.22,Escherichia coli,697228,19289168
3.2.2.22,Escherichia coli,698253,19380474
3.2.2.22,Escherichia coli,707114,19766090
3.2.2.22,Escherichia coli,707883,20334660
3.2.2.22,Escherichia coli,708714,20008539
3.2.2.22,Escherichia coli,715160,20439475
3.2.2.22,Escherichia coli,715779,20629887
3.2.2.22,Corynebacterium diphtheriae,716251,20398220
3.2.2.22,Corynebacterium diphtheriae,716962,21549738
3.2.2.22,Escherichia coli,716963,21184769
3.2.2.22,Corynebacterium diphtheriae,716967,22069710
3.2.2.22,Saccharolobus solfataricus,724243,9584980
3.2.2.22,Escherichia coli,731188,25362055
3.2.2.22,Escherichia coli,731947,23107496
3.2.2.22,Escherichia coli,732120,24097977
3.2.2.23,Escherichia coli,646931,3319582
3.2.2.23,Escherichia coli,646932,7744806
3.2.2.23,Escherichia coli,646933,7515054
3.2.2.23,Escherichia coli,646934,2052552
3.2.2.23,Escherichia coli,646935,2664776
3.2.2.23,Escherichia coli,646936,2679549
3.2.2.23,Escherichia coli,646937,7028101
3.2.2.23,Escherichia coli,646938,8034633
3.2.2.23,Lactococcus lactis,646939,12065399
3.2.2.23,Escherichia coli,646940,11912217
3.2.2.23,Escherichia coli,646941,11015225
3.2.2.23,Lactococcus lactis,646942,7704272
3.2.2.23,Escherichia coli,646943,9654091
3.2.2.23,Escherichia coli,646944,11557320
3.2.2.23,Escherichia coli,646945,9125531
3.2.2.23,Escherichia coli,646946,11554299
3.2.2.23,Escherichia coli,646948,10079077
3.2.2.23,Deinococcus radiodurans,646949,10413519
3.2.2.23,Escherichia coli,646950,9826758
3.2.2.23,Escherichia coli,646951,12729740
3.2.2.23,Escherichia coli,646952,11814345
3.2.2.23,Escherichia coli,646953,10671534
3.2.2.23,Escherichia coli,646954,10744666
3.2.2.23,Escherichia coli,667594,15610004
3.2.2.23,Escherichia coli,668386,15661656
3.2.2.23,Escherichia coli,669289,14607836
3.2.2.23,Escherichia coli,670426,14769949
3.2.2.23,Escherichia coli,670755,14766308
3.2.2.23,Geobacillus stearothermophilus,670819,15273302
3.2.2.23,Lactococcus lactis,670819,15273302
3.2.2.23,Geobacillus stearothermophilus,678139,16953574
3.2.2.23,Escherichia coli,678197,16752923
3.2.2.23,Escherichia coli,678270,17209553
3.2.2.23,Escherichia coli,678318,17655276
3.2.2.23,Escherichia coli,679529,16518838
3.2.2.23,Escherichia coli,679970,17512460
3.2.2.23,Escherichia coli,680213,16217765
3.2.2.23,Geobacillus stearothermophilus,680361,17988127
3.2.2.23,Escherichia coli,680371,17536801
3.2.2.23,Escherichia coli,680704,16928690
3.2.2.23,Escherichia coli,682046,16597659
3.2.2.23,Escherichia coli,682050,16490219
3.2.2.23,Escherichia coli,682591,18172202
3.2.2.23,Escherichia coli,707483,19835417
3.2.2.23,Mycobacterium tuberculosis,708514,19496823
3.2.2.23,Escherichia coli,708566,20026203
3.2.2.23,Escherichia coli,710030,19751748
3.2.2.23,Escherichia coli,715936,21601577
3.2.2.23,Lactococcus lactis,716392,21486746
3.2.2.23,Escherichia coli,716394,21666255
3.2.2.23,Escherichia coli,716836,21356311
3.2.2.23,Escherichia coli,731472,24100157
3.2.2.23,Escherichia coli,732553,22447192
3.2.2.23,Escherichia coli,732586,22584623
3.2.2.23,Escherichia coli,732781,24498234
3.2.2.23,Lactococcus lactis,750209,28482831
3.2.2.23,Escherichia coli,750324,26894440
3.2.2.23,Escherichia coli,750392,30032016
3.2.2.23,Corynebacterium pseudotuberculosis,750688,26341054
3.2.2.24,Rhodospirillum rubrum,489802,2506427
3.2.2.24,Azospirillum lipoferum,489805,2107127
3.2.2.24,Azospirillum brasilense,489806,2504694
3.2.2.24,Azospirillum lipoferum,489806,2504694
3.2.2.24,Azospirillum brasilense,489807,1577701
3.2.2.24,Rhodospirillum rubrum,489807,1577701
3.2.2.24,Rhodospirillum rubrum,489808,7836296
3.2.2.24,Azospirillum brasilense,489809,7730264
3.2.2.24,Rhodospirillum rubrum,489809,7730264
3.2.2.24,Rhodospirillum rubrum,489810,10652344
3.2.2.24,Rhodospirillum rubrum,489812,11160092
3.2.2.24,Rhodospirillum rubrum,646957,6439722
3.2.2.24,Rhodospirillum rubrum,646958,3090031
3.2.2.24,Azospirillum brasilense,646960,-
3.2.2.24,Azospirillum lipoferum,646962,2106680
3.2.2.24,Rhodospirillum rubrum,646962,2106680
3.2.2.24,Rhodospirillum rubrum,646963,1938894
3.2.2.24,Rhodospirillum rubrum,646966,8119279
3.2.2.24,Rhodospirillum rubrum,646967,7945205
3.2.2.24,Rhodospirillum rubrum,646970,11544238
3.2.2.24,Rhodospirillum rubrum,646972,10398752
3.2.2.24,Rhodospirillum rubrum,646973,9401050
3.2.2.24,Rhodobacter capsulatus,646974,11315111
3.2.2.24,Azospirillum brasilense,660835,15723223
3.2.2.24,Rhodospirillum rubrum,661730,14960312
3.2.2.24,Rhodospirillum rubrum,669080,11591658
3.2.2.24,Azospirillum brasilense,670320,16359338
3.2.2.24,Azospirillum brasilense,673667,16963029
3.2.2.24,Rhodospirillum rubrum,678103,16417510
3.2.2.24,Rhodospirillum rubrum,678353,18298373
3.2.2.24,Rhodospirillum rubrum,680456,16484197
3.2.2.24,Azospirillum brasilense,709521,19477184
3.2.2.24,Rhodospirillum rubrum,710412,19706507
3.2.2.24,Rhodospirillum rubrum,722556,23144248
3.2.2.24,Rhodospirillum rubrum,731792,23574616
3.2.2.26,Thermus thermophilus,707778,19420717
3.2.2.26,Acidothermus cellulolyticus,713776,21098241
3.2.2.26,Helicobacter pylori,713776,21098241
3.2.2.26,Campylobacter jejuni,715607,21489995
3.2.2.27,Deinococcus radiodurans,690240,16041069
3.2.2.27,Saccharolobus solfataricus,690803,15588253
3.2.2.27,Thermotoga maritima,691933,10339434
3.2.2.27,Pyrobaculum aerophilum,692065,12065430
3.2.2.27,Escherichia coli,692331,8654578
3.2.2.27,Archaeoglobus fulgidus,692950,10777501
3.2.2.27,Deinococcus radiodurans,692983,16223719
3.2.2.27,Geobacter metallireducens,693682,18835277
3.2.2.27,Methanocaldococcus jannaschii,694052,19004346
3.2.2.27,Escherichia coli,694293,10946227
3.2.2.27,Thermotoga maritima,694297,11267830
3.2.2.27,Escherichia coli,694860,18669665
3.2.2.27,Chlamydia pneumoniae,694957,15039065
3.2.2.27,Escherichia coli,695028,10090282
3.2.2.27,Aliivibrio salmonicida,706985,20124707
3.2.2.27,Vibrio cholerae,706985,20124707
3.2.2.27,Mycobacterium tuberculosis,708313,20031487
3.2.2.27,Methanothermobacter thermautotrophicus,708315,20129830
3.2.2.27,Escherichia coli,708870,19173657
3.2.2.27,Escherichia coli,710029,19909758
3.2.2.27,Archaeoglobus fulgidus,721666,22646210
3.2.2.27,Archaeoglobus fulgidus,722526,20453094
3.2.2.27,Thermoplasma acidophilum,722532,21665970
3.2.2.27,Pyrobaculum aerophilum,722620,11399761
3.2.2.27,Pyrococcus furiosus,722659,18562313
3.2.2.27,Archaeoglobus fulgidus,723240,11738943
3.2.2.27,Methanocaldococcus jannaschii,723284,12682355
3.2.2.27,Pyrobaculum islandicum,725030,8837481
3.2.2.27,Pyrococcus furiosus,725030,8837481
3.2.2.27,Saccharolobus shibatae,725030,8837481
3.2.2.27,Saccharolobus solfataricus,725030,8837481
3.2.2.27,Thermotoga maritima,725030,8837481
3.2.2.27,Archaeoglobus fulgidus,726559,24936520
3.2.2.27,Escherichia coli,731130,23072386
3.2.2.27,Escherichia coli,732584,25550433
3.2.2.27,Thermotoga maritima,747615,10339434
3.2.2.27,Mycobacterium tuberculosis,749488,26143923
3.2.2.27,Deinococcus radiodurans,749490,26457437
3.2.2.27,Escherichia coli,750294,25435323
3.2.2.27,Listeria innocua,750389,28719838
3.2.2.27,Sulfurisphaera tokodaii,750538,26318717
3.2.2.27,Sulfolobus acidocaldarius,750695,28106786
3.2.2.27,Bradyrhizobium diazoefficiens,751741,28369586
3.2.2.27,Thermus thermophilus,752224,28397787
3.2.2.28,Escherichia coli,690873,10956012
3.2.2.28,Escherichia coli,691667,9489705
3.2.2.28,Escherichia coli,694330,8878487
3.2.2.28,Escherichia coli,694927,9671708
3.2.2.29,Aeropyrum pernix,710481,19825417
3.2.2.29,Pyrobaculum aerophilum,727734,10671447
3.2.2.3,Escherichia coli,731361,24473221
3.2.2.30,Escherichia coli,171854,3911944
3.2.2.30,Helicobacter pylori,713776,21098241
3.2.2.30,Helicobacter pylori,727008,23148563
3.2.2.30,Staphylococcus aureus,727044,24502544
3.2.2.30,Escherichia coli,727159,22854195
3.2.2.30,Neisseria meningitidis,727159,22854195
3.2.2.30,Helicobacter pylori,749472,29151351
3.2.2.31,Escherichia coli,744153,10900127
3.2.2.31,Escherichia coli,744263,16201966
3.2.2.31,Escherichia coli,744289,1445834
3.2.2.31,Escherichia coli,744292,9778350
3.2.2.31,Escherichia coli,744293,9572864
3.2.2.31,Escherichia coli,744294,10569924
3.2.2.31,Escherichia coli,744295,10955998
3.2.2.31,Escherichia coli,744297,11900536
3.2.2.31,Escherichia coli,744299,14730969
3.2.2.31,Escherichia coli,744300,16245934
3.2.2.31,Corynebacterium pseudotuberculosis,744395,25445713
3.2.2.31,Escherichia coli,744587,19523222
3.2.2.31,Helicobacter pylori,744766,16996809
3.2.2.31,Corynebacterium pseudotuberculosis,745065,27456281
3.2.2.31,Escherichia coli,745259,8663135
3.2.2.31,Escherichia coli,745265,10506150
3.2.2.31,Escherichia coli,745269,11960995
3.2.2.31,Escherichia coli,745271,12441341
3.2.2.31,Escherichia coli,745274,15326180
3.2.2.31,Escherichia coli,745393,-
3.2.2.31,Escherichia coli,745909,2197596
3.2.2.31,Escherichia coli,745911,9801309
3.2.2.31,Escherichia coli,745912,10454618
3.2.2.31,Escherichia coli,745913,11139626
3.2.2.31,Escherichia coli,746329,2682664
3.2.2.31,Levilactobacillus brevis,750521,26613369
3.2.2.31,Corynebacterium pseudotuberculosis,750812,30529553
3.2.2.31,Escherichia coli,751796,30568855
3.2.2.4,Azotobacter vinelandii,171815,2670945
3.2.2.4,Escherichia coli,171815,2670945
3.2.2.4,Azotobacter vinelandii,171816,3179278
3.2.2.4,Escherichia coli,171816,3179278
3.2.2.4,Azotobacter vinelandii,171817,6327703
3.2.2.4,Escherichia coli,171817,6327703
3.2.2.4,Azotobacter vinelandii,171818,3533942
3.2.2.4,Escherichia coli,171818,3533942
3.2.2.4,Azotobacter vinelandii,171819,3552037
3.2.2.4,Escherichia coli,171819,3552037
3.2.2.4,Azotobacter vinelandii,171820,3552038
3.2.2.4,Azotobacter vinelandii,171821,3741845
3.2.2.4,Azotobacter vinelandii,171822,3485632
3.2.2.4,Azotobacter vinelandii,171823,6378909
3.2.2.4,Escherichia coli,171823,6378909
3.2.2.4,Azotobacter vinelandii,171824,-
3.2.2.4,Azotobacter beijerinckii,171824,-
3.2.2.4,Azotobacter vinelandii,171825,6260050
3.2.2.4,Azotobacter vinelandii,171826,2021651
3.2.2.4,Azotobacter vinelandii,171827,2690948
3.2.2.4,Escherichia coli,171827,2690948
3.2.2.4,Azotobacter vinelandii,171828,6796578
3.2.2.4,Escherichia coli,171829,7000783
3.2.2.4,Azotobacter vinelandii,171830,6251048
3.2.2.4,Azotobacter vinelandii,171831,-
3.2.2.4,Azotobacter vinelandii,171832,7378416
3.2.2.4,Azotobacter vinelandii,171833,486499
3.2.2.4,Azotobacter vinelandii,171834,-
3.2.2.4,Azotobacter vinelandii,171835,5118623
3.2.2.4,Azotobacter vinelandii,171836,40976
3.2.2.4,Azotobacter vinelandii,171837,221493
3.2.2.4,Azotobacter vinelandii,171838,357895
3.2.2.4,Escherichia coli,171838,357895
3.2.2.4,Azotobacter vinelandii,171839,13428783
3.2.2.4,Azotobacter vinelandii,171840,1010848
3.2.2.4,Azotobacter vinelandii,171841,4248622
3.2.2.4,Azotobacter vinelandii,171842,5472347
3.2.2.4,Azotobacter vinelandii,171843,632260
3.2.2.4,Azotobacter vinelandii,171844,931993
3.2.2.4,Azotobacter vinelandii,171845,4361821
3.2.2.4,Azotobacter vinelandii,171846,4781054
3.2.2.4,Azotobacter vinelandii,171847,5041898
3.2.2.4,Azotobacter vinelandii,171848,6066310
3.2.2.4,Azotobacter vinelandii,171849,8043576
3.2.2.4,Escherichia coli,657368,15296732
3.2.2.4,Escherichia coli,683212,18029299
3.2.2.4,Escherichia coli,707807,20091765
3.2.2.5,Bacillus subtilis,137056,6246385
3.2.2.5,Bacillus subtilis,137060,-
3.2.2.5,Mycobacterium tuberculosis,137060,-
3.2.2.5,Pseudomonas putida,137060,-
3.2.2.5,Streptococcus pyogenes,137060,-
3.2.2.5,Streptococcus pyogenes,137061,6243600
3.2.2.5,Bacillus subtilis,137072,170869
3.2.2.5,Streptococcus pyogenes,137073,236282
3.2.2.5,Streptococcus pyogenes,137085,9331723
3.2.2.5,Streptomyces griseus,137092,-
3.2.2.5,Aliivibrio fischeri,655836,11114931
3.2.2.5,Streptococcus sp.,656827,11967084
3.2.2.5,Streptococcus pyogenes,667774,15627505
3.2.2.5,Streptococcus pyogenes,668925,16177331
3.2.2.5,Streptococcus pyogenes,669521,16431917
3.2.2.5,Streptococcus dysgalactiae subsp. equisimilis,669527,16380378
3.2.2.5,Streptococcus pyogenes,683083,17101685
3.2.2.5,Escherichia coli,683850,16472683
3.2.2.5,Streptococcus pyogenes,683896,17042787
3.2.2.5,Streptococcus pyogenes,707174,19805566
3.2.2.5,Streptococcus pyogenes,708939,20494994
3.2.2.5,Streptococcus pyogenes,709150,20018886
3.2.2.5,Streptococcus pyogenes,716939,21300288
3.2.2.5,Streptococcus pyogenes,732106,23689507
3.2.2.5,Streptococcus pyogenes,732800,23762025
3.2.2.5,Streptococcus dysgalactiae subsp. equisimilis,749603,30698306
3.2.2.5,Helicobacter pylori,749743,29097311
3.2.2.5,Streptococcus pyogenes,750274,25818652
3.2.2.5,Streptococcus pyogenes,751455,26838722
3.2.2.6,Streptomyces griseus,326405,-
3.2.2.8,Pseudomonas fluorescens,137117,12325375
3.2.2.8,Escherichia coli,654131,14993681
3.2.2.8,Escherichia coli,657373,15130467
3.2.2.8,Corynebacterium ammoniagenes,670166,16549679
3.2.2.8,Saccharolobus solfataricus,679803,18355316
3.2.2.8,Escherichia coli,696258,18361502
3.2.2.8,Escherichia coli,707897,20529317
3.2.2.8,Saccharolobus solfataricus,726441,22185502
3.2.2.8,Escherichia coli,751203,30478756
3.2.2.8,Escherichia coli,751391,29285933
3.2.2.9,Alcaligenes faecalis,137135,1125818
3.2.2.9,Bacillus mycoides,137135,1125818
3.2.2.9,Citrobacter freundii,137135,1125818
3.2.2.9,Escherichia coli,137135,1125818
